Token,Lemma
Gr,Gr
RALE,RALE
“,--
 , 
Der,der
Eid,Eid
der,der
Jren,Jren
.,--
 , 
Telegr,Telegr
.,--
unseres,unser
Korrespondenten,Korrespondent
.,--
 , 
Bern,Bern
",",--
29.,29.
April,April
.,--
Die,der
Organisierung,Organisierung
der,der
irischen,irisch
Auf-,Auf
ehnung,Ehnung
gegen,gegen
die,der
Wehrpflicht,Wehrpflicht
ist,sein
ü,ü
Orfientlidteit,Orfientlidteit
im,in
vobiten,vobit
Gange,Gang
.,--
ion,ion
sämtlicher,sämtlich
irischen,irisch
Urbeiteror,Urbeiteror
",",--
fich,fich
eidlich,eidlich
",",--
der,der
Durc,Durc
cht,cht
äußersten,äußerer
Widerstand,Widerstand
zu,zu
leiste,lei
zen,zen
Lande,Land
finden,finden
unier,unier
der,der
F,F
-katholisdea,-katholisdea
Geistlicteit,Geistlicteit
B,B
[:,[:
att,att
",",--
die,der
unter,unter
ungeheurcm,ungeheurcm
Enthusiasmus,Enthusiasmus
den,der
Eid,Eid
des,der
Widexstaades,Widexstaad
auf,auf
sic,sic
),--
nehmen,nehmen
.,--
|In,|In
Tipperary,Tipperary
gelobten,geloben
10600,10600
Ttäaner,Ttäaner
',--
ihren,ihr
Geistlichen,Geistliche
",",--
bis,bis
zum,zu
TIode,TIode
gegen,gegen
die,der
PBehrpfliht,PBehrpfliht
zu,zu
kämpfen,kämpfen
.,--
Der,der
Bischof,Bischof
von,von
Cleyny,Cleyny
hielt,halten
in,in
Queenstown,Queenstown
eine,ein
Masseno-c-,Masseno-c-
sammlung,sammlung
ab,ab
",",--
in,in
der,der
er,er
die,der
unbedingte,unbedingt
Now,Now
ndigkeit,Ndigkeit
disziplinierter,diszipliniert
Organisation,Organisation
ausein,ausein
»,--
Pnderseßte,Pnderseßte
",",--
die,der
allein,allein
eine,ein
Revolution,Revolution
zum,zu
Erfolg,Erfolg
führen,führen
könne,können
.,--
Er,er
warnte,warnen
die,der
jungen,jung
Männer,Mann
",",--
sich,sich
vorzeitig,vorzeitig
von,von
Regierungsfpizelu,Regierungsfpizelu
zu,zu
Tätlich-,Tätlich
eiten,eit
aufreizen,Aufreiz
zu,zu
lassen,lassen
.,--
Alle,alle
müßten,müssen
die,der
Be-,Be
ehle,ehlen
ihrer,ihr
Fährer,Fährer
"obwarten,=ehe","obwarten,=ehen"
sie,sie
handeln,handeln
.,--
Um,um
Schlusse,Schlusse
seiner,sein
Erklärungen,Erklärung
sprach,sprechen
der,der
Bischof,Bischof
n,n
gegen,gegen
die,der
Wehrpflicht,Wehrpflicht
gerichteten,gerichtet
Eid,Eid
vor,vor
",",--
den,der
die,der
Versammelten,Versammelt
entblößten,entblößt
Hauptes,Haupt
nach-,nach-
[,[
prohßen,prohßen
",",--
worauf,worauf
sämtliche,sämtlicher
den,der
sogenannten,sogenannter
4,4
unterzeichneten,unterzeichnen
.,--
Der,der
Fi,Fi
der,der
Nationalisten,Nationalist
Joseph,Joseph
Dev-,Dev-
in,in
hielt,halten
in,in
Belfast,Belfast
vor,vor
der,der
großen,groß
Kathedrale,Kathedrale
Ine,Ine
Rede,Rede
",",--
die,der
die,der
ungeheure,ungeheuer
Menge,Menge
zur,zu
Aaf-,Aaf-
ehnung,Ehnung
gegen,gegen
die,der
englischen,englisch
Eingriffe,Eingriff
aufreizte,aufreizen
.,--
 , 
Devlin,Devlin
sagte,sagen
unter,unter
anderem,anderer
:,--
„,--
Rein,rein
Vol,vol
?,--
der,der
[,[
erde,Erde
hat,haben
das,der
Recht,Recht
",",--
ein,ein
anderes,anderer
Volk,Volk
in,in
den,der
Wassendierst,Wassendierst
zu,zu
pressen,pressen
.,--
Nicht,nicht
aus,aus
Feigheit,Feigheit
wer-,wer-
den,der
wir,wir
Englands,England
Befohlen,Befohlen
Widerstand,Widerstand
leisten,leisten
",",--
jondera,jondera
weil,weil
wir,wir
nur,nur
aus,aus
freiem,frei
Willen,Wille
und,und
 , 
nur,nur
für,für
unsere,unser
eigenen,eigen
Zwede,Zwed
handeln,handeln
werden,werden
.,--
Pit,Pit
diesem,dieser
Grundsaß,Grundsaß
werden,werden
wir,wir
stehen,stehen
und,und
jallen,jallen
.,--
Solange,solange
die,der
Wehrpflichtgesehe,Wehrpflichtgesehe
nicht,nicht
[,[
oiderrufen,oiderrufen
find,find
",",--
wird,werden
England,England
nicht,nicht
einen,ein
inzigen,inzig
Manu,Manu
aus,aus
Zrland,Zrland
erhalten,erhalten
.,--
Ihr,ihr
",",--
eine,ein
Lardsleute,Lardsleute
",",--
därft,därfen
in,in
keinerlei,keinerlei
Art,Art
und,und
ise,ise
die,der
Wehrpflichtgesehe,Wehrpflichtgesehe
anerkennen,anerkennen
.,--
Will,wollen
n,n
von,von
Euch,Euch
verlangen,verlangen
",",--
Cuch,Cuch
anzumelden,anmelden
",",--
[,[
9,9
igert,igeren
Euch,euch
.,--
Wird,werden
man,man
Tribunale,tribunale
einsehen,einsehen
",",--
[,[
9,9
putt,putt
auf,auf
sie,sie
und,und
verachtet,verachten
sie,sie
.,--
Niemand,niemand
von,von
H,H
verlange,verlangen
seine,sein
Enthebung,Enthebung
oder,oder
Anerfen-,Anerfen
zung,Zung
irgendwelcher,irgendwelcher
der,der
zu,zu
erzichtenden,erzichtend
Kemter,Kemter
.,--
Debt,Debt
zu,zu
Hauss,Hauss
und,und
weigert,weigern
Euch,euch
",",--
einzurüken,einzurüken
.,--
[,[
7'och,7'och
nie,nie
in,in
meinem,mein
Leben,Leben
war,sein
ich,ich
für,für
extreme,extrem
Naßregeln,Naßregel
.,--
Mein,mein
Herz,Herz
war,sein
stets,stets
zu,zu
mensch-,mensch
ich,ich
",",--
um,um
einen,ein
Weg,Weg
zu,zu
empfehlen,empfehlen
",",--
der,der
mein,mein
Volk,Volk
durc,durc
),--
große,groß
Schmerzen,Schmerz
führen,führen
wird,werden
.,--
Aber,aber
ich,ich
in,in
jo,Jo
tief,tief
von,von
der,der
Gerechtigfeit,Gerechtigfeit
unserer,unser
Cache,Cach
von,von
dem,der
unwiderkohlichen,unwiderkohlich
und,und
unzeritör,Unzeritör
»,--
 , 
u,u
Charalter,Charalter
meines,mein
Volkes,Volk
Überzeugt,Überzeugt
",",--
daß,daß
 , 
Diensotag,Diensotag
30.,30.
April,April
1918.,1918.
 , 
Neue,neu
Kämpfe,Kampf
nördlich,nördlich
des,der
Kemmelberges,Kemmelberg
.,--
 , 
Fümilih,Fümilih
),--
Berlin,Berlin
",",--
23.,23.
Aprit,Aprit
",",--
ebends,ebends
",",--
Nördlich,Nördlich
vom,von
Kemmel,Kemmel
haben,haben
fich,fich
Heftige,Heftig
Nahkämpfe,Nahkämpfe
entwickelt,entwickeln
",",--
.,--
*,*
 , 
(,--
Umili,Umili
<,<
),--
Großes,Groß
Hauptquartier,Hauptquartier
",",--
29.,29.
April,April
.,--
 , 
Weitlicher,Weitlicher
Kriegsschauplatz,Kriegsschauplatz
.,--
 , 
Auf,auf
dem,der
Schlachtselde,Schlachtselde
in,in
Flandoru,Flandoru
von,von
Mittag,Mittag
au,au
auflebender,auflebender
Artillerie-,Artillerie
kampf,Kampf
.,--
Die,der
Beuts,Beuts
seit,seit
ver,v
Erftürmung,Erftürmung
des,der
Kemmel,Kemmel
hat,haben
sich,sich
auf,auf
über,über
7100,7100
Ge-,Ge
fangene,fangen
",",--
darunter,darunter
181,181
Offiziere,Offizier
",",--
83,83
Gee,Gee
1a,1a
und,und
233,233
Maschinengewehre,Maschinengewehr
ex,ex
»,--
 , 
HDwischen,HDwischen
dem,der
La-Bassse-Kanal,La-Bassse-Kanal
und,und
ver,v
Scarpe,Scarpe
sowie,sowie
nördlich,nördlich
von,von
der,der
Somme,Somme
ege,eg
Exkundungttätigkeit,Exkundungttätigkeit
der,der
Engländer,Engländer
",",--
Starke,stark
Teilangriffe,Teilangriff
der,der
Franzofen,Franzof
gegen,gegen
Haugard-Wald,Haugard-Wald
und,und
„,--
Dorf,Dorf
wurden,werden
blutig,blutig
abgewiesen,abweisen
.,--
 , 
Vorfeldkämpfe,Vorfeldkämpfe
au,au
vielen,vieler
Stelleu,Stelleu
der,der
übrigen,übrig
Front,Front
.,--
Auf,auf
vem,v
Ofinfer,Ofinfer
der,der
Maas,Maas
brachte,bringen
eiu,eiu
Vorstoß,Vorstoß
in,in
die,der
französi-,französi
schen,sch
Gräben,Gräben
Gefangene,gefangener
ein,ein
.,--
 , 
Der,der
Erste,erster
Generalquartiermeister,Generalquartiermeister
.,--
Ludendorff,Ludendorff
.,--
 , 
44,44
von,von
Euch,euch
verlange,verlangen
",",--
was,wer
ich,ich
felbst,felbstn
ebenso,ebenso
be,be
»,--
reit,reit
bin,sein
zu,zu
tun,tun
.,--
Die,der
Wehrpflicht,Wehrpflicht
soll,sollen
uns,uns
auf-,auf
gewungen,wungen
werden,werden
und,und
Irland,Irland
muß,müssen
darum,darum
dea,dea
 , 
|,|
Kampf,Kampf
gegen,gegen
England,England
auf,auf
sich,sich
nehmen,nehmen
.,--
 , 
Nein,nein
einziger,einzig
Rekrut,Rekrut
darf,dürfen
durch,durch
diese,dieser
Maß-,Maß
x0g0l,x0g0l
für,für
die,der
englische,englisch
Armee,Armee
gewonnen,gewinnen
werden,werden
.,--
“,--
 , 
Die,der
englisce,englisce
Regierung,Regierung
steht,stehen
den,der
irischen,irisch
Er-,Er-
eignissen,eignissen
völlig,völlig
hilflos,hilflos
und,und
tatenlos,tatenlos
gegenüber,gegenüber
.,--
Die,der
Rüsicht,Rüsicht
auf,auf
Amerika,Amerika
und,und
auf,auf
das,der
Irentum,Irentum
in,in
Australien,Australien
und,und
Kar.ada,Kar.ada
hat,haben
sie,sie
bis,bis
jezt,jezt
verhindert,verhindern
",",--
daß,daß
irgend,irgend
etwas,etwas
gegen,gegen
die,der
Rebellion,Rebellion
unternommen,unternehmen
wurde,werden
",",--
die,der
heute,heute
scon,scon
ganz,ganz
Irland,Irland
umfaßt,umfassen
.,--
-,--
 , 
Eischöpsung,Eischöpsung
der,der
Kokon,Kokon
Yariei,Yariei
in,in
Finnland,Finnland
.,--
 , 
Die,der
Weißen,weiße
lehnen,lehnen
ein,ein
Friedcsuaqebot,Friedcsuaqebot
ab,ab
.,--
Telegt,Telegt
.,--
unseres,unser
Korrespondenten,Korrespondent
",",--
Kopvenjagen,Kopvenjagen
",",--
29.,29.
Upril,Upril
.,--
 , 
Aus,aus
Wasa,Wasa
wird,werden
gemeldet,melden
",",--
der,der
Forischrit,Forischrit
der,der
 , 
Weißen,weiße
ist,sein
auf,auf
allen,aller
Fronten,Front
",",--
nowmentlic,nowmentlic
),--
auf,auf
der,der
 , 
Ostiront,Ostiront
",",--
so,so
bedeutend,bedeutend
",",--
daß,daß
die,der
Roten,rote
bald,bald
ganz,ganz
erschöpft,erschöpfen
jein,Jein
werden,werden
.,--
Der,der
Note,Note
Leiter,Leiter
wit,wit
dem,der
 , 
Friedensunterhandlungen,Friedensunterhandlung
.,--
Dic,dicr
Bitte,Bitte
wurde,werden
aber,aber
abgeschlagen,abgeschlagen
",",--
da,da
die,der
Weißen,weiße
eine,ein
bedingungslose,bedingungslos
Unterwerfung,Unterwerfung
verlangen,verlangen
.,--
 , 
Das,der
finnische,finnisch
Berfassungsleben,Berfassungslebe
.,--
 , 
Telegr,Telegr
.,--
unseres,unser
Korrespondenten,Korrespondent
.,--
 , 
Kopenhagen,Kopenhagen
",",--
28.,28.
Aprit,Aprit
.,--
 , 
BVerlingske,bVerlingsk
Tidende,Tidende
erfährt,erfahren
aus,aus
Haparanda,Haparanda
:,--
Der,der
Senator,Senator
Castren,Castren
reiste,reisen
von,von
Wasa,Wasa
nach,nach
Hel-,Hel
fingfors,Fingfors
ab,ab
.,--
Kugenblielich,Kugenblielich
sind,sein
fünf,fünf
Cenatoren,Cenator
in,in
Helsingfo:9,Helsingfo:9
und,und
secchs,Secchs
in,in
Abo,Abo
.,--
Castren,Castren
äußerte,äußern
gegenüber,gegenüber
dem,der
Berichterstatter,Berichterstatter
des,der
genannten,genannt
Viattes,Viatt
",",--
er,er
hosse,hossen
",",--
daß,daß
die,der
Verhältnisse,Verhältnis
ohne,ohne
größere,groß
Schwierigkeiten,Schwierigkeit
geordnet,ordnen
werden,werden
Wnn-,Wnn
ten,ten
",",--
Die,der
Frege,Freg
",",--
ob,ob
Finnlands,Finnland
demo-,demo-
kratische,kratisch
Verfassung,Verfassung
mit,mit
dem,der
allge-,allge
meinen,mein
Wahlrecht,Wahlrecht
beizubeholten,beizubeholten
sei,sein
",",--
könne,können
erst,erst
durch,durch
den,der
Landtag,Landtag
entschieden,entscheiden
werden,werden
",",--
dessen,der
unterbrochene,unterbrochen
Arbeit,Arbeit
bald,bald
wieder,wieder
ausgenommen,ausnehmen
werden,werden
müsie,müsie
",",--
Die,der
meisten,meister
sozialdemo,sozialdemo
»,--
fratisc,fratisc
en,en
Sandt,Sandt
 , 
|,|
einigen,einigen
",",--
-,--
Eein,eein
Ziel,Ziel
 , 
Halbamtlich,halbamtlich
wird,werden
gemeldet,melden
:,--
 , 
Im,in
YPpernbogen,YPpernboge
hat,haben
die,der
deutsche,deutsch
Infanterie,Infanterie
auh,auh
am,an
28,28
",",--
April,April
ihre,ihr
vordersten,vorderst
Linien,Linie
an,an
mehreren,mehrere
Stellen,Stelle
vor,vor
»,--
geschoben,schieben
.,--
Dabel,Dabel
wurden,werden
auss,auss
neue,neu
zahl,Zahl
»,--
reiche,reich
Gefangene,gefangener
eingebracht,einbringen
",",--
mehrere,mehrere
Geschüße,Geschüß
sowie,sowie
erhebliche,erheblich
Munitions-,Munition
und,und
Mundvorräte,Mundvorrät
erbeutet,erbeuten
.,--
Noch,noch
bisher,bisher
ziemlich,ziemlich
kaltem,kalt
Wetter,Wetter
ist,sein
es,es
auch,auch
in,in
Flandern,Flandern
erheblich,erheblich
wärmer,wärm
geworden,werden
.,--
Die,der
Stimmung,Stimmung
der,der
Truppen,Truppe
na,na
den,der
leßten,leßt
großen,groß
Grfolgen,Grfolg
ist,sein
ausgezeichnet,auszeichnen
",",--
Es,es
bestätigt,bestätigen
fich,fich
immer,immer
mehr,mehr
",",--
daß,daß
die,der
Feindvarluste,Feindvarlust
der,der
leßten,leßt
Tage,Tag
",",--
vor,vor
allem,alle
bei,bei
den,der
in,in
die,der
englische,englisch
Front,Front
eingeschobenen,eingeschoben
Franzosen,Franzose
",",--
außer-,außer-
ordentlich,ordentlich
schwer,schwer
waren,sein
.,--
Englische,englisch
und,und
französishe,französishe
Gefangene,gefangener
gaben,geben
ihre,ihr
große,groß
Be-,Be
Rstürgung,Rstürgung
Über,über
die,der
für,für
unmöglich,unmöglich
gehaltene,gehalten
Ein-,Ein-
nahme,Nahme
des,der
Kemmelberges,Kemmelberg
durch,durch
die,der
Deutsckn,Deutsckn
offen,offen
zu,zu
erkennen,erkennen
.,--
 , 
In,in
fünfwöchigen,fünfwöchig
Angriffen,Angriff
haben,haben
wir,wir
1n9-,1n9-
gesamt,gesamt
4100,4100
Quadeatkilometer,Quadeatkilometer
Ge-,Ge
Cände,Cand
gewonnen,gewinnen
.,--
Die,der
feicdliche,feicdlich
Offensive,Offensive
im,in
Westen,Westen
zusammengenommen,zusammengenommen
",",--
d.,der
h.,heißen
die,der
englische,englisch
Arrasossensive,Arrasossensive
",",--
die,der
Flandern-,Flandern
und,und
Wytscheets-,Wytscheet
schlacht,Schlacht
fowie,fowie
die,der
beiden,beide
Gemmeichlachten,Gemmeichlacht
zusam,zusam
»,--
men,men
",",--
brachten,bringen
unseren,unser
Feinden,Feind
nur,nur
einen,ein
Be!3degewiren,Be!3degewiren
von,von
581,581
Duadrati,Duadrati
!,--
ometer,Ometer
",",--
Dem,der
each,each
habea,habea
unsere,unser
Feind,Feind
?,--
in,in
44,44
Kamyfwechen,Kamyfwechen
noch,noch
nicht,nicht
den,der
siebenten,siebent
Teil,Teil
des,der
Gelär.des,Gelär.d
gewonnen,gewinnen
",",--
den,der
wir,wir
in,in
fünf,fünf
Wochen,Woche
gewonnen,gewinnen
hoben,heben
.,--
Echon,Echon
dos,dos
zeigt,zeigen
",",--
wez,wez
der,der
wirkliche,wirklich
Sieger,Sieger
ist,sein
.,--
 , 
hätten,haben
fih,fih
landezverräterischer,landezverräterisch
Sand-,Sand
12,12
 , 
den,der
",",--
Aus,aus
Rüdfich,Rüdfich
:,--
auf,auf
di,Di
kunft,Kunft
dürfe,dürfen
aber,aber
des,der
übr,übr
!,--
landtog,Landtog
keine,kein
bedentungevel,Bedentungevel
nehmen,nehmen
",",--
 , 
ibende,ibend
Rumpf-,Rumpf-
Gejeze,Gejeze
an-,an
 , 
Es,es
ist,sein
zu,zu
beachten,beachten
",",--
daß,daß
der,der
Senator,Senator
Celizen,Celiz
den,der
Veißen,Veißen
gehört,gehören
und,und
die,der
Weißen,weiße
anschtio,anschtio
nens,Nen
nieht,niehen
sehr,sehr
duldsam,duldsam
gegen,gegen
ihre,ihr
roten,Rot
sind,sein
",",--
wos,wos
auh,auh
die,der
Chlehnung,Chlehnung
des,der
Fri,Fri
",",--
49,49
beweist,beweisen
.,--
Die,der
allgemeine,allgemein
A,A
;,--
esverrats,Esverrat
gegen,gegen
die,der
„,--
',--
demokratischen,demokratisch
Vbgeordneten,Vbgeordnet
“,--
ist,sein
Vorbehalt,Vorbehalt
aufzunchmen,aufzunchmen
",",--
 , 
Sidonio,Sidonio
Bes,Bes
--,--
P.äfivent,P.äfivent
von,von
Bortugal,Bortugal
.,--
Meldung,Meldung
des,der
ReutersHen,ReutersHen
Büros,Büro
.,--
 , 
Lissabon,Lissabon
",",--
28.,28.
April,April
.,--
Sidonis,Sidonis
Yaes,Yaes
wurde,werden
heute,heute
in,in
oligemeiner,oligemein
dire,dire
?,--
ter,Ter
Uhsäimarung,Uhsäimarung
zum,zu
Präßdenten,Präßdent
des,der
Ne-,Ne
publif,Publif
gewählt,wählen
",",--
Sidonio,Sidonio
Paes,Paes
",",--
vor,vor
dem,der
Kriege,Krieg
Gesandter,Gesandter
in,in
Berlin,Berlin
",",--
ursprünglich,ursprünglich
Professor,Professor
der,der
Mathewatik,Mathewatik
",",--
zende,zend
Mana,Mana
dor,dor
leßtea,Leßtea
Revolution,Revolution
in,in
Pertugal,Pertugal
",",--
durch,durch
die,der
die,der
Neqierurg,Neqierurg
Alfonio,Alfonio
Costas,Costas
und,und
Präsident,Präsident
Machodo,Machodo
gestürzt,stürzen
wurden,werden
",",--
Revolution,Revolution
entstand,entstehen
aus,aus
den,der
Nöten,Nöt
des,der
Krieges,Krieg
",",--
in,in
dea,dea
die,der
Englar.d,Englar.d
undedinet,undedinet
ergebene,ergeben
Negierung,Negierung
Costa,Costa
eingetreten,eintreten
war,sein
.,--
Paes,Paes
wurde,werden
Costas,Costa
Nachfolger,Nachfolger
als,als
Ministerpräsident,Ministerpräsident
",",--
und,und
feither,feith
eine,ein
vorsichtige,vorsichtig
Politik,Politik
",",--
ohne,ohne
natür-,natür-
',--
<,<
&,&
an,an
den,der
augenblicklichen,augenblicklich
Borhältnissen,Borhältnisse
",",--
die,der
auf,auf
der,der
völligen,völlig
Abhäu,Abhäu
Portuge,Portuge
!,--
s,s
von,von
Enzlond,Enzlond
beruhen,beruhen
",",--
etwas,etwas
ändern,ändern
zu,zu
können,können
.,--
Peinesfalls,Peinesfalls
aber,aber
wir,wir
man,man
in,in
Ententekreisen,Ententekreisen
feine,feinen
jeht,jehen
erfolgte,erfolgt
Wahl,Wahl
zum,zu
Präsidenten,Präsident
als,als
ein,ein
be,be
»,--
jonders,jonders
günstiges,günstig
Stimmungszeichen,stimmungszeichen
für,für
die,der
 , 
Politik,Politik
der,der
All,All
!,--
werten,werten
können,können
.,--
Kornilow,Kornilow
u94,u94
am,an
Leben,Leben
.,--
Basel,Basel
",",--
29.,29.
Tpril,Tpril
.,--
 , 
Wie,wie
das,der
ukrainische,ukrainisch
Preßtlro,Preßtlro
aus,aus
Kiew,Kiew
weldet,welden
",",--
teilen,teilen
die,der
dortigen,dortig
Biätter,Biätter
mit,mit
",",--
daß,daß
die,der
über,über
ben,ben
Tod,Tod
Kornilows,Kornilow
umlaufenden,umlaufend
Gerüchte,Gerücht
vollständig,vollständig
unbegründet,unbegründet
sind,sein
Korni-,Korni
iow,iow
"""",--
im,in
Gegenteil,Gegenteil
seit,seit
Unfang,Unfang
pril,Pril
im,in
Vor,vor
»,--
marsch,marsch
DIENE,DIENE
begriffen,begreifen
",",--
um,um
sich,sich
mit,mit
den,der
Kojakentruppern,Kojakentrupper
",",--
ufows,ufow
zv,zv
vero,Vero
einigen,einiger
-,--
Gin,Gin
Biel,Biel
iR,iR
niht,nihen
die,der
Bede,Bede
",",--
berstellung,Berstellung
der,der
Vionärcie,Vionärcie
",",--
sondern,sondern
die,der
sofortige,sofortig
Einberufung,Einberufung
der,der
Konstituante,Konstituant
.,--
4,4
;,--
 , 
Schuß,Schuß
.,--
 , 
2,2
wus,wus
.,--
So,so
!,--
rberichterstafter,rberichterstaft
 , 
E,E
Kiew,Kiew
",",--
23.,23.
Aprit,Aprit
.,--
 , 
Der,der
Friedensschluß,Friedensschluß
mit,mit
des,der
Ukraine,Ukraine
war,sein
ein,ein
richtiger,richtig
Griff,Griff
",",--
und,und
dus,dus
Weiters,Weiter
wird,werden
fich,fich
finden,finden
",",--
auc,auc
wenn,wenn
nicht,nicht
alle,aller
Frühlingsträume,Frühlingstraum
reisen,reisen
.,--
Seute,seut
möchten,möchten
wir,wir
nicht,nicht
voa,voa
deutschen,deutsch
",",--
fondern,Fondern
von,von
hiesigen,hiesig
ukrainiscchen,ukrainiscch
und,und
russischen,russisch
Hoff,Hoff
nungen,nung
und,und
Stimmungen,Stimmung
reden,reden
",",--
 , 
Vorausgeschiekt,Vorausgeschiekt
sei,sein
",",--
daß,daß
die,der
Beziehungen,Beziehung
zwi-,zwi-
schen,schen
den,der
hier,hier
anwesenden,anwesend
Deutschen,deutsche
und,und
dem,der
Publikum,Publikum
äußerlich,äußerlich
nichts,nichts
zu,zu
wünschen,wünschen
übrig,übrig
lassen,lassen
",",--
Reibungen,Reibung
kommen,kommen
",",--
wie,wie
es,es
bei,bei
poll-,poll
tischen,tisch
und,und
goschäfflichen,goschäfflich
Verhandlungen,Verhandlung
nicht,nicht
anders,anders
sein,sein
kann,können
",",--
wohl,wohl
zwischen,zwischen
vier,vier
Wänden,Wand
am,an
grünen,grün
Tisch,Tisch
vor,vor
",",--
ader,ad
das,der
äußere,äußerer
Bild,Bild
ist,sein
durchaus,durchaus
friedlich,friedlich
.,--
Von,von
nachtragender,nachtragend
Unfreund-,Unfreund
licfeit,Licfeit
auf,auf
irgendeines,irgendein
Seite,Seite
kamm,kamm
nicht,nicht
die,der
Rede,Rede
sein,sein
.,--
Höflichkeit,Höflichkeit
wie,wie
auf,auf
ver,v
Etraße,Etraße
berzscht,berzschen
in,in
den,der
Lokalen,Lokal
",",--
wo,wo
Deutscha,Deutscha
",",--
Oester,Oester
»,--
reicher,reich
",",--
Ukrainer,Ukrainer
",",--
Russen,Russe
",",--
Polen,Polen
durczeinander,durczeinand
und,und
teilweise,teilweise
auch,auch
miteinander,miteinander
verkehren,verkehren
",",--
 , 
Um,um
num,num
den,der
Seelenzustand,Seelenzustand
der,der
verschisdenen,verschisden
hiesigen,hiesig
Klassen,Klasse
halbwegs,halbwegs
richtig,richtig
beurteilen,beurteilen
zu,zu
fönnen,fönnen
",",--
muß,müssen
man,man
auf,auf
die,der
Volschewikitage,Volschewikitage
zurüc-,zurüc-
 , 
aumeist,Aumeist
mit,mit
ihrem,ihr
Leben,Leben
.,--
Die,der
Bolschew,Bolschew
!,--
auf,auf
russische,russisch
Offiziere,Offizier
machte,machen
auß,Auß
vos,vos
ee,ee
[,[
<,<
lossenen,lossen
Haustoren,Haustor
nichht,nichht
Halt,Halt
",",--
Angeber,Angeber
fan,Fan
:,--
den,der
ich,ich
in,in
reicher,reich
Bahl,Bahl
Bür,Bür
die,der
befihenden,befihend
 , 
urden,urden
die,der
Keller,Keller
und,und
die,der
Vodemwit,Vodemwit
der,der
enorugiehe,enorugieh
Aufenthalt,Aufenthalt
",",--
NE,NE
','
as,as
ging,gehen
so,so
zehn,zehn
Iage,Iage
=,=
=,=
ze,ze
!,--
 , 
Todesangst,Todesangst
und,und
Entbeh-ungen,Entbeh-ungen
.,--
ecru,ecru
"""",--
uf,uf
den,der
Straßen,Straße
die,der
Kugeln,Kugel
umherpfissen,umherpfissen
und,und
"""",--
ritungen,ritungen
stattfanden,stattfinden
.,--
Dann,dann
kamen,kommen
chen,chen
.,--
Verechten,Verechten
sie,sie
neue,neu
Schreden,Schred
?,--
Ühtorte,Ühtorte
Einwohnerschaft,Einwohnerschaft
glaubte,glauben
es,es
Nur,nur
vereinzelt,vereinzelt
",",--
in,in
den,der
scchäbigsten,scchäbigst
Klei-,Klei
ben,Ben
weren,weren
",",--
verließen,verlassen
die,der
"""",--
tel,tel
",",--
Denn,denn
ob,ob
man,man
von,von
 , 
er,er
von,von
den,der
Deutschen,deutsche
ausgeraubt,ausrauben
wird,werden
",",--
läuft,laufen
fStich,fStich
auf,auf
desses6e,desses6e
hinaus,hinaus
